user_id,gig_type,region,experience_tier,platform,week_number,week_of_month,income_amount,is_ramadan,is_lebaran,is_post_lebaran,is_harbolnas,is_yearend,is_jan_feb,is_payday_week,seasonal_label,income_growth_1w,data_source
SYN_0001,freelancer_it,sumatera,mid,Upwork,1,1,442000,0,0,0,0,0,1,0,jan_feb,0.0,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,2,2,1201000,0,0,0,0,0,1,0,jan_feb,1.7171945701357465,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,3,3,637000,0,0,0,0,0,1,0,jan_feb,-0.46960865945045793,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,4,4,775000,0,0,0,0,0,1,1,jan_feb,0.21664050235478807,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,5,1,704000,0,0,0,0,0,1,0,jan_feb,-0.09161290322580645,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,6,2,398000,0,0,0,0,0,1,0,jan_feb,-0.4346590909090909,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,7,3,1113000,0,0,0,0,0,0,0,normal,1.7964824120603016,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,8,4,1778000,0,0,0,0,0,0,1,normal,0.5974842767295597,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,9,1,1179000,0,0,0,0,0,0,0,normal,-0.33689538807649044,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,10,2,457000,1,0,0,0,0,0,0,ramadan,-0.6123833757421544,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,11,3,1038000,1,0,0,0,0,0,0,ramadan,1.2713347921225382,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,12,4,1694000,1,0,0,0,0,0,1,ramadan,0.6319845857418112,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,13,1,300000,1,0,0,0,0,0,0,ramadan,-0.8229043683589138,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,14,2,364000,0,1,0,0,0,0,0,lebaran,0.21333333333333335,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,15,3,1241000,0,0,1,0,0,0,0,post_lebaran,2.409340659340659,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,16,4,845000,0,0,1,0,0,0,1,post_lebaran,-0.31909750201450443,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,17,1,1089000,0,0,0,0,0,0,0,normal,0.28875739644970416,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,18,2,2604000,0,0,0,0,0,0,0,normal,1.3911845730027548,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,19,3,1097000,0,0,0,0,0,0,0,normal,-0.5787250384024577,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,20,4,1439000,0,0,0,0,0,0,1,normal,0.31175934366453967,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,21,1,2943000,0,0,0,0,0,0,0,normal,1.0451702571230022,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,22,2,779000,0,0,0,0,0,0,0,normal,-0.7353041114509005,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,23,3,797000,0,0,0,0,0,0,0,normal,0.023106546854942234,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,24,4,1258000,0,0,0,0,0,0,1,normal,0.5784190715181933,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,25,1,1262000,0,0,0,0,0,0,0,normal,0.003179650238473768,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,26,2,612000,0,0,0,0,0,0,0,normal,-0.5150554675118859,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,27,3,729000,0,0,0,0,0,0,0,normal,0.19117647058823528,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,28,4,3444000,0,0,0,0,0,0,1,normal,3.7242798353909463,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,29,1,1163000,0,0,0,0,0,0,0,normal,-0.6623112659698026,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,30,2,768000,0,0,0,0,0,0,0,normal,-0.33963886500429924,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,31,3,1260000,0,0,0,0,0,0,0,normal,0.640625,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,32,4,1117000,0,0,0,0,0,0,1,normal,-0.11349206349206349,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,33,1,868000,0,0,0,0,0,0,0,normal,-0.22291853178155774,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,34,2,1224000,0,0,0,0,0,0,0,normal,0.41013824884792627,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,35,3,507000,0,0,0,0,0,0,0,normal,-0.5857843137254902,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,36,4,1116000,0,0,0,0,0,0,1,normal,1.2011834319526626,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,37,1,2453000,0,0,0,0,0,0,0,normal,1.1980286738351253,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,38,2,1276000,0,0,0,0,0,0,0,normal,-0.4798206278026906,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,39,3,920000,0,0,0,0,0,0,0,normal,-0.27899686520376177,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,40,4,873000,0,0,0,0,0,0,1,normal,-0.051086956521739134,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,41,1,884000,0,0,0,0,0,0,0,normal,0.012600229095074456,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,42,2,850000,0,0,0,0,0,0,0,normal,-0.038461538461538464,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,43,3,1106000,0,0,0,0,0,0,0,normal,0.30117647058823527,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,44,4,1432000,0,0,0,0,0,0,1,normal,0.29475587703435807,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,45,1,538000,0,0,0,1,0,0,0,harbolnas,-0.6243016759776536,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,46,2,1910000,0,0,0,1,0,0,0,harbolnas,2.550185873605948,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,47,3,798000,0,0,0,0,0,0,0,normal,-0.5821989528795811,synthetic
SYN_0001,freelancer_it,sumatera,mid,Upwork,48,4,1674000,0,0,0,0,0,0,1,normal,1.0977443609022557,synthetic
