dataset_id,timestamp,tahun,bulan,tahun_bulan,tipe_transaksi,category,amount,metode_pembayaran,status_transaksi,sumber_file,source,hour,day_of_week,day_name,day_of_month,month,date_only,is_weekend,week_period,hour_sin,hour_cos,is_night,is_late_night,night_score,time_segment,category_score,category_type,is_hedonic_category,amount_log,amount_z,amount_score,amount_percentile,is_high_amount,user_proxy,transactions_same_day,daily_amount_total,share_of_daily_spend,amount_vs_weekly_avg,budget_limit,spent_so_far,budget_remaining_ratio,weekend_score,fingo_impulse_signal,signal_band
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,1830.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,7.5126175446745105,-0.7141764705881893,0.3809705882353018,0.037520391517128875,0,daily_household_unknown_unknown,11,174216.0,0.010504201680672209,0.0027970960118882068,12617743.237561176,1830.0,0.9998549661404937,0.0,0.5952426470588255,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Makanan,73200.0,Credit Card,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,11.200964361058276,2.3805882352939647,0.8967647058823275,0.6945350734094616,0,daily_household_unknown_unknown,11,174216.0,0.4201680672268884,0.11188384047552827,12617743.237561176,75030.0,0.9940536117602513,0.0,0.7241911764705818,high
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,3660.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.205491613120236,-0.6348235294117239,0.3941960784313793,0.11623164763458402,0,daily_household_unknown_unknown,11,174216.0,0.021008403361344418,0.0055941920237764136,12617743.237561176,78690.0,0.9937635440412392,0.0,0.5985490196078448,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,10980.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,9.303921785597714,-0.31741176470586197,0.44709803921568964,0.37989396411092985,0,daily_household_unknown_unknown,11,174216.0,0.06302521008403325,0.01678257607132924,12617743.237561176,89670.0,0.9928933408842029,0.0,0.6117745098039225,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Lainnya,7320.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.898502209646642,-0.47611764705879295,0.4206470588235345,0.2969004893964111,0,daily_household_unknown_unknown,11,174216.0,0.042016806722688836,0.011188384047552827,12617743.237561176,96990.0,0.9923132054461786,0.0,0.6051617647058836,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Makanan,1830.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,7.5126175446745105,-0.7141764705881893,0.3809705882353018,0.037520391517128875,0,daily_household_unknown_unknown,11,174216.0,0.010504201680672209,0.0027970960118882068,12617743.237561176,98820.0,0.9921681715866726,0.0,0.5952426470588255,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,25986.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,10.165351691961936,0.33328235294115505,0.5555470588235258,0.5379282218597063,0,daily_household_unknown_unknown,11,174216.0,0.14915966386554538,0.03971876336881253,12617743.237561176,124806.0,0.9901086907816865,0.0,0.6388867647058815,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,5490.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.610865667278873,-0.5554705882352583,0.40742156862745693,0.21594616639477976,0,daily_household_unknown_unknown,11,174216.0,0.031512605042016625,0.00839128803566462,12617743.237561176,130296.0,0.9896735892031683,0.0,0.6018553921568642,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Makanan,36600.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,10.50783084142058,0.7935294117646549,0.6322549019607758,0.5962479608482871,0,daily_household_unknown_unknown,11,174216.0,0.2100840336134442,0.055941920237764134,12617743.237561176,166896.0,0.9867729120130471,0.0,0.658063725490194,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,3660.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.205491613120236,-0.6348235294117239,0.3941960784313793,0.11623164763458402,0,daily_household_unknown_unknown,11,174216.0,0.021008403361344418,0.0055941920237764136,12617743.237561176,170556.0,0.986482844294035,0.0,0.5985490196078448,watch
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,3660.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.205491613120236,-0.6348235294117239,0.3941960784313793,0.11623164763458402,0,daily_household_unknown_unknown,11,174216.0,0.021008403361344418,0.0055941920237764136,12617743.237561176,174216.0,0.9861927765750228,0.0,0.5985490196078448,watch
daily_household,2015-01-02 00:00:00,2015,1,2015-01,Expense,Makanan,5124.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,4,Friday,2,2015-01,2015-01-02,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.54188580400661,-0.5713411764705515,0.40477647058824145,0.1882137030995106,0,daily_household_unknown_unknown,4,1849032.0,0.002771179730799682,0.007831868833286978,12617743.237561176,179340.0,0.9857866817684059,0.0,0.6011941176470603,watch
daily_household,2015-01-02 00:00:00,2015,1,2015-01,Expense,Makanan,12078.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,4,Friday,2,2015-01,2015-01-02,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,9.399223686605279,-0.2697999999999826,0.45503333333333623,0.4064029363784666,0,daily_household_unknown_unknown,4,1849032.0,0.006532066508313536,0.018460833678462164,12617743.237561176,191418.0,0.9848294582956658,0.0,0.6137583333333341,watch
daily_household,2015-01-02 00:00:00,2015,1,2015-01,Expense,Makanan,1830.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,4,Friday,2,2015-01,2015-01-02,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,7.5126175446745105,-0.7141764705881893,0.3809705882353018,0.037520391517128875,0,daily_household_unknown_unknown,4,1849032.0,0.000989707046714172,0.0027970960118882068,12617743.237561176,193248.0,0.9846844244361598,0.0,0.5952426470588255,watch
