dataset_id,timestamp,tahun,bulan,tahun_bulan,tipe_transaksi,category,amount,metode_pembayaran,status_transaksi,sumber_file,source,hour,day_of_week,day_name,day_of_month,month,date_only,is_weekend,week_period,hour_sin,hour_cos,is_night,is_late_night,night_score,time_segment,category_score,category_type,is_hedonic_category,amount_log,amount_z,amount_score,amount_percentile,is_high_amount,user_proxy,transactions_same_day,daily_amount_total,share_of_daily_spend,amount_vs_weekly_avg,budget_limit,spent_so_far,budget_remaining_ratio,weekend_score,fingo_impulse_signal,signal_band,impulsive_score,label,is_impulsive,driver_night,driver_hedonic,driver_high_amount,driver_weekend,driver_count,main_driver
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,1830.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,7.5126175446745105,-0.7141764705881893,0.3809705882353018,0.0375203915171288,0,daily_household_unknown_unknown,11,174216.0,0.0105042016806722,0.0027970960118882,12617743.237561176,1830.0,0.9998549661404936,0.0,0.5952426470588255,watch,48.92911764705905,AMAN,0,True,False,False,False,1,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Makanan,73200.0,Credit Card,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,11.200964361058276,2.3805882352939647,0.8967647058823275,0.6945350734094616,0,daily_household_unknown_unknown,11,174216.0,0.4201680672268884,0.1118838404755282,12617743.237561176,75030.0,0.9940536117602512,0.0,0.7241911764705818,high,64.40294117646982,PERTIMBANGAN,0,True,False,True,False,2,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,3660.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.205491613120236,-0.6348235294117239,0.3941960784313793,0.116231647634584,0,daily_household_unknown_unknown,11,174216.0,0.0210084033613444,0.0055941920237764,12617743.237561176,78690.0,0.9937635440412392,0.0,0.5985490196078448,watch,49.32588235294138,AMAN,0,True,False,False,False,1,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,10980.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,9.303921785597714,-0.3174117647058619,0.4470980392156896,0.3798939641109298,0,daily_household_unknown_unknown,11,174216.0,0.0630252100840332,0.0167825760713292,12617743.237561176,89670.0,0.9928933408842028,0.0,0.6117745098039225,watch,50.91294117647068,AMAN,0,True,False,False,False,1,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Lainnya,7320.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.898502209646642,-0.4761176470587929,0.4206470588235345,0.2969004893964111,0,daily_household_unknown_unknown,11,174216.0,0.0420168067226888,0.0111883840475528,12617743.237561176,96990.0,0.9923132054461786,0.0,0.6051617647058836,watch,50.11941176470604,AMAN,0,True,False,False,False,1,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Makanan,1830.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,7.5126175446745105,-0.7141764705881893,0.3809705882353018,0.0375203915171288,0,daily_household_unknown_unknown,11,174216.0,0.0105042016806722,0.0027970960118882,12617743.237561176,98820.0,0.9921681715866726,0.0,0.5952426470588255,watch,48.92911764705905,AMAN,0,True,False,False,False,1,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,25986.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,10.165351691961936,0.333282352941155,0.5555470588235258,0.5379282218597063,0,daily_household_unknown_unknown,11,174216.0,0.1491596638655453,0.0397187633688125,12617743.237561176,124806.0,0.9901086907816864,0.0,0.6388867647058815,watch,54.16641176470578,AMAN,0,True,False,False,False,1,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,5490.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.610865667278873,-0.5554705882352583,0.4074215686274569,0.2159461663947797,0,daily_household_unknown_unknown,11,174216.0,0.0315126050420166,0.0083912880356646,12617743.237561176,130296.0,0.9896735892031684,0.0,0.6018553921568642,watch,49.7226470588237,AMAN,0,True,False,False,False,1,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Makanan,36600.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,10.50783084142058,0.7935294117646549,0.6322549019607758,0.5962479608482871,0,daily_household_unknown_unknown,11,174216.0,0.2100840336134442,0.0559419202377641,12617743.237561176,166896.0,0.9867729120130472,0.0,0.658063725490194,watch,56.467647058823275,AMAN,0,True,False,False,False,1,night_time
daily_household,2015-01-01 00:00:00,2015,1,2015-01,Expense,Transportasi,3660.0,Cash,Expense,daily_household_transactions_clean.csv,daily_household,0,3,Thursday,1,2015-01,2015-01-01,0,1,0.0,1.0,0,1,1.0,late_night,0.5,neutral,0,8.205491613120236,-0.6348235294117239,0.3941960784313793,0.116231647634584,0,daily_household_unknown_unknown,11,174216.0,0.0210084033613444,0.0055941920237764,12617743.237561176,170556.0,0.986482844294035,0.0,0.5985490196078448,watch,49.32588235294138,AMAN,0,True,False,False,False,1,night_time
